"Gene","Dispersion","AIC","logLik","meanExp","X.Intercept.","TreatmentVariable","OriginFlat","TreatmentVariable.OriginFlat","se_.Intercept.","se_TreatmentVariable","se_OriginFlat","se_TreatmentVariable.OriginFlat","Chisq_Treatment","Chisq_Origin","Chisq_Treatment.Origin","Df_Treatment","Df_Origin","Df_Treatment.Origin","P_Treatment","P_Origin","P_Treatment.Origin","Treatment","Origin","Treatment.Origin","Stable_OriginFC","Variable_OriginFC","maxGroupFC","col","RF13B","RF13D","RF14B","RF14C","RF15B","RF15D","RF17B","RF17D","RF18B","RF18D","RF19B","RF19C","RF20B","RF20C","RF22B","RF22C","RF23A","RF23C","RF24B","RF24D","RF25A","RF25C","RS11B","RS11D","RS12A","RS12C","RS13A","RS13C","RS14B","RS14C","RS15B","RS15D","RS1B","RS1C","RS2B","RS2C","RS3B","RS3D","RS6A","RS6D","RS7B","RS7C","RS8B","RS8C","RS9A","RS9C","accessionnumber/geneID","definition","Ref"
"Pocillopora_acuta_HIv2___RNAseq.g13823.t1",0.29270609569292,366.433210889566,-177.216605444783,4.31613204821103,3.0796137575347,0.169225318812283,0.0754505545885503,-0.379252744426762,0.16799885920304,0.236327657124369,0.242299850910166,0.343114866289147,0.00389609050682207,0.439069054139619,1.2217388768292,1,1,1,0.950229426531542,0.507572125827097,0.269019666518721,0.999999999916938,0.530674047000266,0.999427929836143,-0.104236103720625,0.419281099393014,"Variable","Not Significant",21.5737641610883,25.5084815302304,16.9482644630278,19.2073319093086,28.234818348215,21.2913428050847,25.875847278967,14.0170382049152,22.3090533732721,43.4784516152162,0,24.2031352208252,34.6944703840645,16.4277473350577,13.9241469055193,18.1914404987044,18.6013280144105,36.2418968713439,18.5733213339082,23.3561411207606,10.6968134840741,16.366544451525,37.0327528710637,14.0980789928595,0,8.7552647898477,20.5519752577831,15.2505592419863,29.1653494415181,14.9503842862145,17.2023452353696,15.7758570662955,6.82347579044981,33.5984563412491,34.3044833921214,35.7653539634876,44.7264939304074,29.7423295860186,29.328617508101,38.3242909351031,30.7867932058977,17.2908625919534,9.89472078255706,14.952082392002,47.1947699759363,19.4419662045662,"aug_v2a.09809.t1","Mucin4-like protein","Takeuchi et al., 2016"
"Pocillopora_acuta_HIv2___RNAseq.g13823.t1",0.29270609569292,366.433210889566,-177.216605444783,4.31613204821103,3.0796137575347,0.169225318812283,0.0754505545885503,-0.379252744426762,0.16799885920304,0.236327657124369,0.242299850910166,0.343114866289147,0.00389609050682207,0.439069054139619,1.2217388768292,1,1,1,0.950229426531542,0.507572125827097,0.269019666518721,0.999999999916938,0.530674047000266,0.999427929836143,-0.104236103720625,0.419281099393014,"Variable","Not Significant",21.5737641610883,25.5084815302304,16.9482644630278,19.2073319093086,28.234818348215,21.2913428050847,25.875847278967,14.0170382049152,22.3090533732721,43.4784516152162,0,24.2031352208252,34.6944703840645,16.4277473350577,13.9241469055193,18.1914404987044,18.6013280144105,36.2418968713439,18.5733213339082,23.3561411207606,10.6968134840741,16.366544451525,37.0327528710637,14.0980789928595,0,8.7552647898477,20.5519752577831,15.2505592419863,29.1653494415181,14.9503842862145,17.2023452353696,15.7758570662955,6.82347579044981,33.5984563412491,34.3044833921214,35.7653539634876,44.7264939304074,29.7423295860186,29.328617508101,38.3242909351031,30.7867932058977,17.2908625919534,9.89472078255706,14.952082392002,47.1947699759363,19.4419662045662,"P13_g6918","Sushi domain-containing","Drake et al., 2013"
"Pocillopora_acuta_HIv2___RNAseq.g13823.t1",0.29270609569292,366.433210889566,-177.216605444783,4.31613204821103,3.0796137575347,0.169225318812283,0.0754505545885503,-0.379252744426762,0.16799885920304,0.236327657124369,0.242299850910166,0.343114866289147,0.00389609050682207,0.439069054139619,1.2217388768292,1,1,1,0.950229426531542,0.507572125827097,0.269019666518721,0.999999999916938,0.530674047000266,0.999427929836143,-0.104236103720625,0.419281099393014,"Variable","Not Significant",21.5737641610883,25.5084815302304,16.9482644630278,19.2073319093086,28.234818348215,21.2913428050847,25.875847278967,14.0170382049152,22.3090533732721,43.4784516152162,0,24.2031352208252,34.6944703840645,16.4277473350577,13.9241469055193,18.1914404987044,18.6013280144105,36.2418968713439,18.5733213339082,23.3561411207606,10.6968134840741,16.366544451525,37.0327528710637,14.0980789928595,0,8.7552647898477,20.5519752577831,15.2505592419863,29.1653494415181,14.9503842862145,17.2023452353696,15.7758570662955,6.82347579044981,33.5984563412491,34.3044833921214,35.7653539634876,44.7264939304074,29.7423295860186,29.328617508101,38.3242909351031,30.7867932058977,17.2908625919534,9.89472078255706,14.952082392002,47.1947699759363,19.4419662045662,"PFX18785.1","Mucin-4 [Stylophora pistillata]","Peled et al., 2020"
"Pocillopora_acuta_HIv2___RNAseq.g25351.t1",0.134357210708308,815.971988207248,-401.985994103624,12.2374630827659,8.28857645673559,-0.0170919830456647,0.404401777709911,0.22170889449419,0.105904241578306,0.149775191362199,0.153112849059648,0.216534653547072,0.676680450665495,22.6483668521549,1.04836234609365,1,1,1,0.41073214796894,1.94525493310783e-06,0.305884554929215,0.999999999916938,0.00016837010397097,0.999427929836143,-0.583307837317641,-0.903115131963402,"Variable","q_Origin < 0.05",5832.1075782142,4927.06131710835,13021.9165290931,6113.26691713495,5054.03248433049,7484.79413527082,8321.89749228343,7240.96831935579,5891.93841195156,5089.20850316569,8016.94161791056,8866.4152025623,4982.12594715166,8081.53903621865,7060.31604481524,3512.96928741646,6530.045150322,4346.08909238251,4820.26565776322,5124.51037034763,6260.69212060735,4758.11817304612,4408.84668391295,3804.31239284238,2168.53311520758,3681.58884413096,2701.11674816578,2417.21363985484,3177.56482165339,3123.75088144906,2933.85997989228,3892.69273110843,3421.97310891058,3717.90918313308,6782.61208811919,5170.97795046295,5164.93773387661,4277.1388804668,5058.41471442353,4024.05054818583,2932.44205286175,5029.82092345928,3791.47709986164,4200.60064700307,4097.88734425203,3391.45658472453,"XP_022794351.1","mammalian ependymin-related protein 1-like [Stylophora pistillata]","Peled et al., 2020"
"Pocillopora_acuta_HIv2___RNAseq.g7085.t1",0.251625827664398,491.93782640155,-239.968913200775,6.47754947083249,4.54375110276058,-0.191199779397148,0.0923038405795997,0.35642201754521,0.164129643963842,0.212386732839788,0.226524656297099,0.305431971272095,0.0139089315886255,2.65861728507684,1.36175838518484,1,1,1,0.906118262617696,0.102990229112616,0.243232970446267,0.999999999916938,0.246609805819021,0.999427929836143,-0.131827273935863,-0.640729355717832,"Variable","Not Significant",67.8032587919917,70.6388719298689,54.6110743808675,99.2378815314279,164.366978241395,112.66668901024,121.503978527323,91.110748331949,123.286873904925,101.449720435504,118.377222257859,140.608690330508,115.648234613548,135.985241829089,42.5460044335311,46.4892368300223,249.649402298667,184.148016535477,184.755670110981,70.0684233622819,92.4510308266401,98.1992667091499,75.0400518703132,300.39752930939,20.4097234372478,12.2573707057868,104.717207265847,80.0654360204283,85.3086471164403,73.8724870612952,85.1516089150793,46.012916443362,55.7250522886734,95.995589546426,59.8129454016476,85.3753610741318,118.622440424124,77.7138289183066,61.7444579117916,120.29569099074,71.4693413708338,82.814131361461,52.17216412621,75.6949171095103,145.037585779707,102.653581560109,"XP_022799541.1","uncharacterized protein LOC111337489 [Stylophora pistillata]","Peled et al., 2020"
"Pocillopora_acuta_HIv2___RNAseq.g22851.t1",0.022351759915998,759.708821122481,-373.854410561241,11.7223166811213,8.18509109169772,-0.117831425941987,-0.0724026191621082,0.197238331194726,0.0571238006885044,0.0618744993364522,0.0825680271410045,0.0894519927588748,0.275523829002243,0.139841303610295,4.86186167780834,1,1,1,0.599650180390244,0.708438828947227,0.027456693451647,0.999999999916938,0.603877639661288,0.999427929836143,0.104424708424304,-0.180046775079493,"Variable","Not Significant",4739.03686071906,4597.4132481023,2757.85925623381,3654.72843274345,3468.84911135213,3098.77751742337,2764.21551149661,2954.09080168589,2417.59688924039,3150.51549396413,3524.05875471588,2869.8003190407,3728.4990839408,2716.05422606287,4221.33720352326,3153.18301977542,3553.83266801632,3132.47530255561,3154.53199708009,3760.33872044246,3892.11199199095,3634.28212070807,3502.51878470007,3288.10580818076,3286.98595956876,2969.78581671634,3332.35598822627,3746.87177376552,3115.58845409017,3313.70870532096,3593.5699196687,3662.62814889162,3472.01193137388,3480.80007695341,2515.66211542224,3603.07098154748,2804.15670641945,2625.0004434628,3068.69955821604,3619.51636609307,3201.82649341336,3680.22359588734,3224.77945504246,3453.93103255247,2906.5071753473,4526.08973242301,"P4_g9861","Viral inclusion protein","Drake et al., 2013"
"Pocillopora_acuta_HIv2___RNAseq.g14505.t1",0.0370479608937058,699.971600691859,-343.98580034593,10.7510647380164,7.63344552542872,-0.160535660149892,-0.280481556477607,0.234484828022149,0.0599168130960115,0.0794643613665816,0.0866266039579001,0.114947489816818,0.7135455387953,6.34067615826453,4.16131423169743,1,1,1,0.39826928576418,0.0117999891508564,0.0413573024711796,0.999999999916938,0.0686455786716702,0.999427929836143,0.404423407081827,0.06632068362598,"Stable","Not Significant",1456.74274192491,1475.56754697948,1642.09851241781,1603.81221442727,1820.13739709029,1639.43339599152,1580.67675769342,1312.92924519373,1598.0327179486,1164.99953686925,1525.66433159965,2298.14531572978,1442.13348563095,1495.83766011997,2165.20484380825,1233.98604716211,1300.1349264809,1651.45508446178,1189.67010859822,1480.95235550897,1806.99742070251,1788.49960756387,2245.35427934028,1347.99324524033,1723.60114427558,2549.53310680365,1542.3768098222,2021.65225951581,1864.39496304904,2002.47205998297,1709.05299913396,2693.72759406996,1608.065794616,2138.78173509437,1862.99732883367,1685.5865206663,1629.60008320354,1698.191076363,1869.31346327949,1858.7281103525,1421.6901291152,2278.75368053954,1880.89646875698,1730.70353687424,1463.03786925403,2098.95467144497,"Gene:g9094","Annotated: Actin","Mummadisetti et al., 2021"
"Pocillopora_acuta_HIv2___RNAseq.g27976.t1",0.0402268687766112,487.007011823664,-237.503505911832,7.48956159445637,5.18365446082332,0.0589740000464417,0.00271508505388839,-0.00455899484586774,0.0618022490207431,0.0872483197737181,0.0893581787603693,0.126158914608952,0.812160348288366,4.60164504748726e-05,0.00130587712535496,1,1,1,0.367482312956373,0.994587557586363,0.9711731821141,0.999999999916938,0.672458339907706,0.999427929836143,-0.00389522697388323,0.0026461978965191,"Stable","Not Significant",202.382454273066,214.859902120018,192.080330580982,132.317175375237,175.459228306765,137.506588949505,205.88174139352,202.078967454195,143.247605870484,248.607556671621,190.805391139313,116.405555109683,245.174257380723,176.141957537007,134.600086753353,189.999489653134,176.223107504942,165.537312736679,157.384459724169,191.174340284745,171.91307385119,182.759746375362,119.869173766864,178.937156447832,257.162515309322,174.229769317969,246.623703093398,199.210430098447,164.055090608539,132.794589836376,202.127556515592,84.1379043535762,154.665451250196,147.833207901496,155.689578471936,198.440028442577,170.155139952637,191.885997329152,223.823659930245,207.589909231809,205.611797482245,158.34789952631,158.315532520913,233.626287375032,215.254194768295,160.979480173808,"AAR13013.1","plasma membrane calcium ATPase [Stylophora pistillata]","Zoccola et al., 2004"
"Pocillopora_acuta_HIv2___RNAseq.g27566.t1",0.892572880675418,348.905758523071,-168.452879261536,3.38251011635117,2.33939912003725,0.0149479076443437,0.624584455202157,-0.0483439748017639,0.287076809030733,0.40584126644561,0.410180533637146,0.580117770393201,0.000902628345068392,4.28480855705646,0.00694468211919419,1,1,1,0.976032142456634,0.0384544129189574,0.933585362426365,0.999999999916938,0.140329192271741,0.999427929836143,-0.840933443080309,-0.7754734138436,"Stable","Not Significant",12.3278652349076,23.5462906432896,14.1235537191899,22.4085538941934,30.2515910873732,23.0656213721751,16.8755525732394,17.521297756144,0,18.9521455758635,24.1427229604845,0,30.0685409995226,25.5542736323119,17.0184017734124,15.1595337489203,22.5173970700759,16.6516823462931,17.5957781058077,25.0862256482244,10.6968134840741,19.0943018601125,10.7200074100447,10.8446761483534,12.2458340623487,16.6350031007106,15.6586478154538,8.57843957361732,0,7.91490932799592,10.3214071412217,0,0,24.9588532820708,18.47164490345,0,20.4186167943164,17.2697397596237,0,0,7.69669830147441,0,13.4928010671233,22.4281235880031,12.6620114569585,6.99910783364383,"aug_v2a.24015.t1","Hephaestin-like protein","Takeuchi et al., 2016"
"Pocillopora_acuta_HIv2___RNAseq.g27566.t1",0.892572880675418,348.905758523071,-168.452879261536,3.38251011635117,2.33939912003725,0.0149479076443437,0.624584455202157,-0.0483439748017639,0.287076809030733,0.40584126644561,0.410180533637146,0.580117770393201,0.000902628345068392,4.28480855705646,0.00694468211919419,1,1,1,0.976032142456634,0.0384544129189574,0.933585362426365,0.999999999916938,0.140329192271741,0.999427929836143,-0.840933443080309,-0.7754734138436,"Stable","Not Significant",12.3278652349076,23.5462906432896,14.1235537191899,22.4085538941934,30.2515910873732,23.0656213721751,16.8755525732394,17.521297756144,0,18.9521455758635,24.1427229604845,0,30.0685409995226,25.5542736323119,17.0184017734124,15.1595337489203,22.5173970700759,16.6516823462931,17.5957781058077,25.0862256482244,10.6968134840741,19.0943018601125,10.7200074100447,10.8446761483534,12.2458340623487,16.6350031007106,15.6586478154538,8.57843957361732,0,7.91490932799592,10.3214071412217,0,0,24.9588532820708,18.47164490345,0,20.4186167943164,17.2697397596237,0,0,7.69669830147441,0,13.4928010671233,22.4281235880031,12.6620114569585,6.99910783364383,"XP_022788227.1","hephaestin-like protein [Stylophora pistillata]","Peled et al., 2020"
