"","Gene","y_Stable_Slope","y_Variable_Slope","y_Stable_Flat","y_Variable_Flat","xall_1","xall_2","xall_3","yall","color"
"1","Pocillopora_acuta_HIv2___RNAseq.10002_t",9.29166666666664,7.30208333333409,9.29545454545456,9.55681818181818,1.30824634036587,1.30877966541291,1.30877966541291,1.0004076640848,"gray"
"2","Pocillopora_acuta_HIv2___RNAseq.10171_t",11.7187503492123,18.28125015045,116.204506100846,31.7272806025425,0.175019037620451,1.73550935201013,1.73550935201013,9.91611755844401,"black"
"3","Pocillopora_acuta_HIv2___RNAseq.10263_t",342.041618501133,416.236830925042,460.406056931638,502.653747164056,0.897152646332944,1.20761477557611,1.20761477557611,1.34605273752706,"black"
"4","Pocillopora_acuta_HIv2___RNAseq.10431_t",13.4687500028488,12.6145833333339,10.3181818181819,14.2954545454546,1.47927587454934,1.13324825463549,1.13324825463549,0.766083104668175,"gray"
"5","Pocillopora_acuta_HIv2___RNAseq.10474_t",45.0799535129396,39.6023362530284,23.3490202180729,24.5330919348969,1.19604157903718,0.619485976235072,0.619485976235073,0.517946856608245,"gray"
"6","Pocillopora_acuta_HIv2___RNAseq.10518_t",24.0208333333332,16.2916666666666,18.8636363636406,22.2045454545454,1.73555757557043,1.3629388514299,1.3629388514299,0.785303161712709,"gray"
"7","Pocillopora_acuta_HIv2___RNAseq.10616_t",10.4479166689917,10.3541666666943,10.6590909097143,7.12500000320777,0.674495802517258,0.688128772943783,0.688128772943783,1.02021209083236,"black"
"8","Pocillopora_acuta_HIv2___RNAseq.10794_t",4.57291666669402,8.86458333333333,7.86363636363637,9.75,0.639611337906191,1.09988249118684,1.09988249118684,1.71961068543184,"black"
"9","Pocillopora_acuta_HIv2___RNAseq.10922_t",115.88265641413,111.036702164033,116.554843190417,113.371534490239,1.01513917531759,1.02102757269175,1.02102757269175,1.00580058135606,"gray"
"10","Pocillopora_acuta_HIv2___RNAseq.10969_t",27.0947264359899,23.6007625931024,35.3663317552799,39.4870553598044,1.28180944202729,1.67312624768087,1.67312624768087,1.30528469585516,"gray"
"11","Pocillopora_acuta_HIv2___RNAseq.11056_t",33.9102509461292,30.8309188023902,23.8156531477006,38.2679442846847,1.767328059115,1.24121971615448,1.24121971615448,0.702314270264022,"gray"
"12","Pocillopora_acuta_HIv2___RNAseq.11061_t",8.94791666666676,7.5312500000001,7.55681818181818,8.39772727272729,1.32031531109932,1.11505092417954,1.11505092417954,0.844533813101906,"gray"
"13","Pocillopora_acuta_HIv2___RNAseq.11263_t",18.2049098560163,12.4906040323944,10.3786942504147,13.4783423497135,1.89277441573393,1.07907850691267,1.07907850691267,0.57010412754034,"gray"
"14","Pocillopora_acuta_HIv2___RNAseq.11267_t",6.04166666676103,8.9479166672774,9.28409090909111,9.00000000000007,0.654542656523006,1.00582072170086,1.00582072170086,1.53667711596349,"black"
"15","Pocillopora_acuta_HIv2___RNAseq.11323_t",23.8333333333336,26.5833333333333,36,31.3636363636364,0.781086729362602,1.17982331148476,1.17982331148476,1.51048951048949,"black"
"16","Pocillopora_acuta_HIv2___RNAseq.11479_t",6.29166674838966,9.0208333353845,11.3863636389292,9.46590909091719,0.579824192616945,1.04933865187231,1.04933865187231,1.80975313764727,"black"
"17","Pocillopora_acuta_HIv2___RNAseq.11504_t",499.574433309725,456.990494654476,423.921420608224,452.04951565778,1.16571848685355,0.989188004883052,0.989188004883052,0.848565083284401,"gray"
"18","Pocillopora_acuta_HIv2___RNAseq.11590_t",31.3020841916704,22.0624967893084,22.8409093666243,19.4772735109267,1.20985512377635,0.88282272387074,0.88282272387074,0.729692924814967,"gray"
"19","Pocillopora_acuta_HIv2___RNAseq.11672_t",7.38541666731361,7.12500000003224,10.9204545454546,6.57954545454545,0.624518502342984,0.923444976072376,0.923444976072376,1.47865110898703,"black"
"20","Pocillopora_acuta_HIv2___RNAseq.11679_t",110.250000006725,91.8333333333867,92.0000000023651,92.0909090909332,1.20173077341132,1.00280481768653,1.00280481768653,0.834467120151957,"gray"
"21","Pocillopora_acuta_HIv2___RNAseq.11750_t",12.9270833333332,15.9375000000003,5.94318181818181,7.30681818181818,0.997216910983614,0.458467023172897,0.458467023172897,0.459746538715117,"gray"
"22","Pocillopora_acuta_HIv2___RNAseq.1177_t",9.1250000000002,9.44791666666667,9.94318181818182,10.670454545455,1.03646432509063,1.12939761451343,1.12939761451343,1.08966376089661,"gray"
"23","Pocillopora_acuta_HIv2___RNAseq.1179_t",27.5937500001758,21.5833333333333,20.6363636363637,20.204545458433,1.25172267556731,0.936117936298055,0.936117936298056,0.747863687836276,"gray"
"24","Pocillopora_acuta_HIv2___RNAseq.11847_t",18.5104166666667,20.9270833333348,28.5454545454546,29.0909090909091,0.901421311106328,1.39010814968993,1.39010814968993,1.54212922699135,"black"
"25","Pocillopora_acuta_HIv2___RNAseq.11901_t",39.901605271947,37.266282170038,36.8888003404146,33.261283485212,0.965425513898901,0.892530232381324,0.892530232381324,0.924494142253205,"gray"
"26","Pocillopora_acuta_HIv2___RNAseq.1237_t",8.78124999999994,7.36458333333334,8.42045454545514,5.43181818182064,0.769162052122215,0.737559470233071,0.737559470233071,0.958912973147923,"gray"
"27","Pocillopora_acuta_HIv2___RNAseq.12516_t",20.9166666666667,24,21,20.5681818185483,0.853606752059463,0.857007575772846,0.857007575772846,1.00398406374502,"black"
"28","Pocillopora_acuta_HIv2___RNAseq.1261_t",18.4166666666974,19.010416869665,9.57954563850907,14.1022727282445,1.4261446787182,0.741818173947966,0.741818173947966,0.520156324262068,"gray"
"29","Pocillopora_acuta_HIv2___RNAseq.1271_t",13.1145833743865,12.1145833658518,14.7613638114457,10.5795455538801,0.775865685176142,0.873290086368251,0.873290086368251,1.12556864294107,"black"
"30","Pocillopora_acuta_HIv2___RNAseq.1287_t",8.83333333333334,9.01041666668501,8.10227272727275,10.7386363636393,1.29933765170141,1.19180241723384,1.19180241723384,0.917238421955405,"gray"
"31","Pocillopora_acuta_HIv2___RNAseq.12943_t",78.8333333333326,90.8333333333332,131.272727272727,111.454545454545,0.736864977508951,1.22702251876563,1.22702251876563,1.66519315779359,"black"
"32","Pocillopora_acuta_HIv2___RNAseq.13044_t",7.37500076528116,6.94791702554402,6.5000000439122,7.04545493917742,1.1505437257975,1.01403843961792,1.01403843961792,0.88135584670199,"gray"
"33","Pocillopora_acuta_HIv2___RNAseq.13561_t",9.77083333334234,8.19791666669841,9.30681972831051,9.02272728449404,1.15548585952136,1.10061222275486,1.10061222275486,0.952510334666296,"gray"
"34","Pocillopora_acuta_HIv2___RNAseq.13858_t",10.6250000049306,18.5,16.659090909129,23,0.792927989747073,1.24324324324324,1.24324324324324,1.56791443777866,"black"
